epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7842857241630554,9.999999747378752e-05,0.57964026927948,0.9666666388511658,0.3846205770969391
1,0.927142858505249,9.999999747378752e-05,0.29699257016181946,0.9800000190734863,0.2581629157066345
2,0.9671428799629211,9.999999747378752e-05,0.21958805620670319,0.9800000190734863,0.1996631771326065
3,0.9642857313156128,9.999999747378752e-05,0.2083282619714737,0.9733333587646484,0.18153192102909088
4,0.9457142949104309,9.999999747378752e-05,0.25455066561698914,0.9800000190734863,0.16661857068538666
5,0.9585714340209961,9.999999747378752e-05,0.22028996050357819,0.9666666388511658,0.15764561295509338
6,0.9557142853736877,9.999999747378752e-05,0.2235674113035202,0.9733333587646484,0.14772091805934906
7,0.9557142853736877,9.999999747378752e-05,0.20524732768535614,0.9800000190734863,0.14846454560756683
8,0.9800000190734863,9.999999747378752e-05,0.15817148983478546,0.9800000190734863,0.14441098272800446
9,0.9828571677207947,9.999999747378752e-05,0.15640103816986084,0.9800000190734863,0.13465999066829681
10,0.9700000286102295,9.999999747378752e-05,0.17546217143535614,0.9933333396911621,0.12692111730575562
11,0.9685714244842529,9.999999747378752e-05,0.19116351008415222,0.9866666793823242,0.12494459748268127
12,0.9757142663002014,9.999999747378752e-05,0.1728435605764389,0.9866666793823242,0.12479288876056671
13,0.9614285826683044,9.999999747378752e-05,0.20316828787326813,0.9866666793823242,0.12514077126979828
14,0.9814285635948181,9.999999747378752e-05,0.1561994105577469,0.9866666793823242,0.1277003288269043
15,0.9757142663002014,9.999999747378752e-05,0.14574235677719116,0.9933333396911621,0.12191417813301086
16,0.9842857122421265,9.999999747378752e-05,0.14183101058006287,0.9933333396911621,0.12378744781017303
17,0.9728571176528931,9.999999747378752e-05,0.17150786519050598,0.9933333396911621,0.12330780178308487
18,0.9785714149475098,9.999999747378752e-05,0.16129791736602783,0.9866666793823242,0.12232977896928787
19,0.9871428608894348,9.999999747378752e-05,0.1396191418170929,0.9866666793823242,0.12105423212051392
20,0.9828571677207947,9.999999747378752e-05,0.1364031881093979,0.9866666793823242,0.11980105191469193
